Colname,Conformity,Continent,Label
Krypton|natural resource|in air,Acceptable conformity,North America,53
Lanthanum|natural resource|in ground,Nonconformity,North America,54
Laterite|natural resource|in ground,Nonconformity,North America,55
Lead|natural resource|in ground,Marginally acceptable conformity,North America,56
Lithium|natural resource|in ground,Nonconformity,North America,57
Lutetium|natural resource|in ground,Acceptable conformity,North America,58
Magnesite|natural resource|in ground,Nonconformity,North America,59
Magnesium|natural resource|in ground,Nonconformity,North America,60
Manganese|natural resource|in ground,Nonconformity,North America,61
Mercury|natural resource|in ground,Marginally acceptable conformity,North America,62
Molybdenum|natural resource|in ground,Marginally acceptable conformity,North America,63
Neodymium|natural resource|in ground,Nonconformity,North America,64
Niobium|natural resource|in ground,Acceptable conformity,North America,65
Nitrogen|natural resource|in air,Nonconformity,North America,66
"Occupation, annual crop|natural resource|land",Acceptable conformity,North America,72
"Occupation, annual crop, irrigated|natural resource|land",Nonconformity,North America,68
"Occupation, annual crop, irrigated, intensive|natural resource|land",Nonconformity,North America,67
"Occupation, annual crop, non-irrigated|natural resource|land",Nonconformity,North America,71
"Occupation, annual crop, non-irrigated, extensive|natural resource|land",Acceptable conformity,North America,69
"Occupation, annual crop, non-irrigated, intensive|natural resource|land",Marginally acceptable conformity,North America,70
"Occupation, arable land, unspecified use|natural resource|land",Marginally acceptable conformity,North America,73
"Occupation, bare area (non-use)|natural resource|land",Nonconformity,North America,74
"Occupation, construction site|natural resource|land",Nonconformity,North America,75
"Occupation, cropland fallow (non-use)|natural resource|land",Nonconformity,North America,76
"Occupation, dump site|natural resource|land",Nonconformity,North America,77
"Occupation, forest, extensive|natural resource|land",Nonconformity,North America,78
"Occupation, forest, intensive|natural resource|land",Nonconformity,North America,79
"Occupation, grassland, natural (non-use)|natural resource|land",Acceptable conformity,North America,80
"Occupation, grassland, natural, for livestock grazing|natural resource|land",Acceptable conformity,North America,81
"Occupation, industrial area|natural resource|land",Acceptable conformity,North America,82
"Occupation, inland waterbody, unspecified|natural resource|land",Nonconformity,North America,83
"Occupation, lake, artificial|natural resource|land",Marginally acceptable conformity,North America,84
"Occupation, mineral extraction site|natural resource|land",Acceptable conformity,North America,85
"Occupation, pasture, man made|natural resource|land",Acceptable conformity,North America,88
"Occupation, pasture, man made, extensive|natural resource|land",Acceptable conformity,North America,86
"Occupation, pasture, man made, intensive|natural resource|land",Nonconformity,North America,87
"Occupation, permanent crop|natural resource|land",Nonconformity,North America,92
"Occupation, permanent crop, irrigated|natural resource|land",Acceptable conformity,North America,90
"Occupation, permanent crop, irrigated, intensive|natural resource|land",Nonconformity,North America,89
"Occupation, permanent crop, non-irrigated|natural resource|land",Nonconformity,North America,91
"Occupation, river, artificial|natural resource|land",Marginally acceptable conformity,North America,93
"Occupation, seabed, drilling and mining|natural resource|land",Acceptable conformity,North America,94
"Occupation, seabed, infrastructure|natural resource|land",Acceptable conformity,North America,95
"Occupation, traffic area, rail network|natural resource|land",Acceptable conformity,North America,96
"Occupation, traffic area, rail/road embankment|natural resource|land",Acceptable conformity,North America,97
"Occupation, traffic area, road network|natural resource|land",Marginally acceptable conformity,North America,98
"Occupation, unspecified|natural resource|land",Marginally acceptable conformity,North America,100
"Occupation, unspecified, natural (non-use)|natural resource|land",Nonconformity,North America,99
"Occupation, urban, discontinuously built|natural resource|land",Nonconformity,North America,101
"Oil, crude|natural resource|in ground",Nonconformity,North America,102
Olivine|natural resource|in ground,Marginally acceptable conformity,North America,103
Oxygen|natural resource|in air,Nonconformity,North America,104
Palladium|natural resource|in ground,Nonconformity,North America,105
Peat|natural resource|biotic,Nonconformity,North America,106
Perlite|natural resource|in ground,Nonconformity,North America,107
Phosphorus|natural resource|in ground,Nonconformity,North America,108
Platinum|natural resource|in ground,Marginally acceptable conformity,North America,109
Potassium|natural resource|in ground,Nonconformity,North America,110
Praseodymium|natural resource|in ground,Nonconformity,North America,111
Rhenium|natural resource|in ground,Nonconformity,North America,112
Rhodium|natural resource|in ground,Marginally acceptable conformity,North America,113
Samarium|natural resource|in ground,Nonconformity,North America,114
"Sand, unspecified|natural resource|in ground",Nonconformity,North America,115
Scandium|natural resource|in ground,Nonconformity,North America,116
Selenium|natural resource|in ground,Nonconformity,North America,117
Shale|natural resource|in ground,Nonconformity,North America,118
Silicon|natural resource|in ground,Nonconformity,North America,119
Silver|natural resource|in ground,Nonconformity,North America,120
Sodium|natural resource|in ground,Nonconformity,North America,124
Sodium chloride|natural resource|in ground,Nonconformity,North America,121
Sodium nitrate|natural resource|in ground,Acceptable conformity,North America,122
Sodium sulfate|natural resource|in ground,Acceptable conformity,North America,123
Spodumene|natural resource|in ground,Acceptable conformity,North America,125
Steatite|natural resource|in ground,Marginally acceptable conformity,North America,126
Strontium|natural resource|in ground,Nonconformity,North America,127
Sulfur|natural resource|in ground,Nonconformity,North America,128
Sylvite|natural resource|in ground,Acceptable conformity,North America,129
Talc|natural resource|in ground,Nonconformity,North America,130
Tantalum|natural resource|in ground,Marginally acceptable conformity,North America,131
Tellurium|natural resource|in ground,Acceptable conformity,North America,132
Terbium|natural resource|in ground,Acceptable conformity,North America,133
Thulium|natural resource|in ground,Acceptable conformity,North America,134
Tin|natural resource|in ground,Nonconformity,North America,135
Titanium|natural resource|in ground,Nonconformity,North America,136
"Transformation, from annual crop|natural resource|land",Marginally acceptable conformity,North America,142
"Transformation, from annual crop, irrigated|natural resource|land",Nonconformity,North America,138
"Transformation, from annual crop, irrigated, intensive|natural resource|land",Nonconformity,North America,137
"Transformation, from annual crop, non-irrigated|natural resource|land",Nonconformity,North America,141
"Transformation, from annual crop, non-irrigated, extensive|natural resource|land",Acceptable conformity,North America,139
"Transformation, from annual crop, non-irrigated, intensive|natural resource|land",Nonconformity,North America,140
"Transformation, from arable land, unspecified use|natural resource|land",Acceptable conformity,North America,143
"Transformation, from cropland fallow (non-use)|natural resource|land",Nonconformity,North America,144
"Transformation, from dump site|natural resource|land",Nonconformity,North America,148
"Transformation, from dump site, inert material landfill|natural resource|land",Acceptable conformity,North America,145
"Transformation, from dump site, residual material landfill|natural resource|land",Acceptable conformity,North America,146
"Transformation, from dump site, sanitary landfill|natural resource|land",Acceptable conformity,North America,147
"Transformation, from forest, extensive|natural resource|land",Acceptable conformity,North America,149
"Transformation, from forest, intensive|natural resource|land",Nonconformity,North America,150
"Transformation, from forest, primary (non-use)|natural resource|land",Marginally acceptable conformity,North America,151
"Transformation, from forest, secondary (non-use)|natural resource|land",Marginally acceptable conformity,North America,152
"Transformation, from forest, unspecified|natural resource|land",Marginally acceptable conformity,North America,153
"Transformation, from grassland, natural (non-use)|natural resource|land",Nonconformity,North America,154
"Transformation, from grassland, natural, for livestock grazing|natural resource|land",Marginally acceptable conformity,North America,155
"Transformation, from heterogeneous, agricultural|natural resource|land",Nonconformity,North America,156
"Transformation, from industrial area|natural resource|land",Marginally acceptable conformity,North America,157
"Transformation, from mineral extraction site|natural resource|land",Nonconformity,North America,158
"Transformation, from pasture, man made|natural resource|land",Nonconformity,North America,161
"Transformation, from pasture, man made, extensive|natural resource|land",Acceptable conformity,North America,159
"Transformation, from pasture, man made, intensive|natural resource|land",Acceptable conformity,North America,160
"Transformation, from permanent crop|natural resource|land",Acceptable conformity,North America,165
"Transformation, from permanent crop, irrigated|natural resource|land",Nonconformity,North America,163
"Transformation, from permanent crop, irrigated, intensive|natural resource|land",Nonconformity,North America,162
"Transformation, from permanent crop, non-irrigated|natural resource|land",Nonconformity,North America,164
"Transformation, from river, natural (non-use)|natural resource|land",Acceptable conformity,North America,166
"Transformation, from seabed, infrastructure|natural resource|land",Nonconformity,North America,167
"Transformation, from seabed, unspecified|natural resource|land",Acceptable conformity,North America,168
"Transformation, from shrub land, sclerophyllous|natural resource|land",Acceptable conformity,North America,169
"Transformation, from traffic area, rail/road embankment|natural resource|land",Nonconformity,North America,170
"Transformation, from traffic area, road network|natural resource|land",Nonconformity,North America,171
"Transformation, from unspecified|natural resource|land",Nonconformity,North America,173
"Transformation, from unspecified, natural (non-use)|natural resource|land",Nonconformity,North America,172
"Transformation, from wetland, inland (non-use)|natural resource|land",Nonconformity,North America,174
"Transformation, to annual crop|natural resource|land",Acceptable conformity,North America,180
"Transformation, to annual crop, irrigated|natural resource|land",Nonconformity,North America,176
"Transformation, to annual crop, irrigated, intensive|natural resource|land",Nonconformity,North America,175
"Transformation, to annual crop, non-irrigated|natural resource|land",Nonconformity,North America,179
"Transformation, to annual crop, non-irrigated, extensive|natural resource|land",Acceptable conformity,North America,177
"Transformation, to annual crop, non-irrigated, intensive|natural resource|land",Acceptable conformity,North America,178
"Transformation, to arable land, unspecified use|natural resource|land",Acceptable conformity,North America,181
"Transformation, to cropland fallow (non-use)|natural resource|land",Nonconformity,North America,182
"Transformation, to dump site|natural resource|land",Nonconformity,North America,186
"Transformation, to dump site, inert material landfill|natural resource|land",Acceptable conformity,North America,183
"Transformation, to dump site, residual material landfill|natural resource|land",Nonconformity,North America,184
"Transformation, to dump site, sanitary landfill|natural resource|land",Acceptable conformity,North America,185
"Transformation, to forest, extensive|natural resource|land",Nonconformity,North America,187
"Transformation, to forest, intensive|natural resource|land",Nonconformity,North America,188
"Transformation, to forest, secondary (non-use)|natural resource|land",Acceptable conformity,North America,189
"Transformation, to forest, unspecified|natural resource|land",Nonconformity,North America,190
"Transformation, to grassland, natural (non-use)|natural resource|land",Acceptable conformity,North America,191
"Transformation, to grassland, natural, for livestock grazing|natural resource|land",Acceptable conformity,North America,192
"Transformation, to heterogeneous, agricultural|natural resource|land",Acceptable conformity,North America,193
"Transformation, to industrial area|natural resource|land",Nonconformity,North America,194
"Transformation, to inland waterbody, unspecified|natural resource|land",Nonconformity,North America,195
"Transformation, to lake, artificial|natural resource|land",Acceptable conformity,North America,196
"Transformation, to mineral extraction site|natural resource|land",Marginally acceptable conformity,North America,197
"Transformation, to pasture, man made|natural resource|land",Nonconformity,North America,200
"Transformation, to pasture, man made, extensive|natural resource|land",Acceptable conformity,North America,198
"Transformation, to pasture, man made, intensive|natural resource|land",Acceptable conformity,North America,199
"Transformation, to permanent crop|natural resource|land",Nonconformity,North America,204
"Transformation, to permanent crop, irrigated|natural resource|land",Nonconformity,North America,202
"Transformation, to permanent crop, irrigated, intensive|natural resource|land",Nonconformity,North America,201
"Transformation, to permanent crop, non-irrigated|natural resource|land",Nonconformity,North America,203
"Transformation, to river, artificial|natural resource|land",Marginally acceptable conformity,North America,205
"Transformation, to seabed, drilling and mining|natural resource|land",Acceptable conformity,North America,206
"Transformation, to seabed, infrastructure|natural resource|land",Marginally acceptable conformity,North America,207
"Transformation, to seabed, unspecified|natural resource|land",Nonconformity,North America,208
"Transformation, to traffic area, rail network|natural resource|land",Marginally acceptable conformity,North America,209
"Transformation, to traffic area, rail/road embankment|natural resource|land",Acceptable conformity,North America,210
"Transformation, to traffic area, road network|natural resource|land",Marginally acceptable conformity,North America,211
"Transformation, to unspecified|natural resource|land",Nonconformity,North America,213
"Transformation, to unspecified, natural (non-use)|natural resource|land",Nonconformity,North America,212
"Transformation, to urban, discontinuously built|natural resource|land",Nonconformity,North America,214
"Transformation, to wetland, inland (non-use)|natural resource|land",Acceptable conformity,North America,215
Ulexite|natural resource|in ground,Marginally acceptable conformity,North America,216
Uranium|natural resource|in ground,Nonconformity,North America,217
Vanadium|natural resource|in ground,Nonconformity,North America,218
"Volume occupied, final repository for low-active radioactive waste|natural resource|in ground",Marginally acceptable conformity,North America,219
"Volume occupied, final repository for radioactive waste|natural resource|in ground",Acceptable conformity,North America,220
"Volume occupied, reservoir|natural resource|in water",Acceptable conformity,North America,221
"Volume occupied, underground deposit|natural resource|in ground",Acceptable conformity,North America,222
"Water, cooling, unspecified natural origin|natural resource|in water",Nonconformity,North America,223
"Water, in air|natural resource|in air",Marginally acceptable conformity,North America,224
"Water, lake|natural resource|in water",Nonconformity,North America,225
"Water, river|natural resource|in water",Nonconformity,North America,226
"Water, salt, ocean|natural resource|in water",Marginally acceptable conformity,North America,227
"Water, salt, sole|natural resource|in water",Nonconformity,North America,228
"Water, turbine use, unspecified natural origin|natural resource|in water",Acceptable conformity,North America,229
"Water, unspecified natural origin|natural resource|fossil well",Marginally acceptable conformity,North America,230
"Water, unspecified natural origin|natural resource|in ground",Nonconformity,North America,231
"Water, unspecified natural origin|natural resource|in water",Marginally acceptable conformity,North America,232
"Water, well, in ground|natural resource|in water",Marginally acceptable conformity,North America,233
"Wood, hard, standing|natural resource|biotic",Marginally acceptable conformity,North America,234
"Wood, soft, standing|natural resource|biotic",Nonconformity,North America,235
"Wood, unspecified, standing|natural resource|biotic",Marginally acceptable conformity,North America,236
Xenon|natural resource|in air,Acceptable conformity,North America,237
Ytterbium|natural resource|in ground,Nonconformity,North America,238
Yttrium|natural resource|in ground,Acceptable conformity,North America,239
Zinc|natural resource|in ground,Marginally acceptable conformity,North America,240
Zirconium|natural resource|in ground,Nonconformity,North America,241
Aluminium|natural resource|in ground,Acceptable conformity,Europe,1
Anhydrite|natural resource|in ground,Marginally acceptable conformity,Europe,2
Argon|natural resource|in air,Acceptable conformity,Europe,3
Barium|natural resource|in ground,Acceptable conformity,Europe,4
Basalt|natural resource|in ground,Nonconformity,Europe,5
Borax|natural resource|in ground,Acceptable conformity,Europe,6
Boron|natural resource|in ground,Acceptable conformity,Europe,7
Bromine|natural resource|in water,Close conformity,Europe,8
Cadmium|natural resource|in ground,Acceptable conformity,Europe,9
Calcium|natural resource|in ground,Acceptable conformity,Europe,10
"Carbon dioxide, in air|natural resource|in air",Acceptable conformity,Europe,11
"Carbon, organic, in soil or biomass stock|natural resource|in ground",Acceptable conformity,Europe,12
Carnallite|natural resource|in water,Acceptable conformity,Europe,13
Cerium|natural resource|in ground,Marginally acceptable conformity,Europe,14
Chromium|natural resource|in ground,Marginally acceptable conformity,Europe,15
Chrysotile|natural resource|in ground,Acceptable conformity,Europe,16
"Clay, bentonite|natural resource|in ground",Acceptable conformity,Europe,17
"Coal, brown|natural resource|in ground",Marginally acceptable conformity,Europe,18
"Coal, hard|natural resource|in ground",Acceptable conformity,Europe,19
Copper|natural resource|in ground,Acceptable conformity,Europe,20
Diatomite|natural resource|in ground,Marginally acceptable conformity,Europe,21
Dolomite|natural resource|in ground,Acceptable conformity,Europe,22
Dysprosium|natural resource|in ground,Acceptable conformity,Europe,23
"Energy, geothermal, converted|natural resource|in ground",Acceptable conformity,Europe,24
"Energy, gross calorific value, in biomass|natural resource|biotic",Acceptable conformity,Europe,26
"Energy, gross calorific value, in biomass, primary forest|natural resource|biotic",Marginally acceptable conformity,Europe,25
"Energy, kinetic (in wind), converted|natural resource|in air",Marginally acceptable conformity,Europe,27
"Energy, potential (in hydropower reservoir), converted|natural resource|in water",Nonconformity,Europe,28
"Energy, solar, converted|natural resource|in air",Nonconformity,Europe,29
Erbium|natural resource|in ground,Marginally acceptable conformity,Europe,30
Europium|natural resource|in ground,Marginally acceptable conformity,Europe,31
Feldspar|natural resource|in ground,Marginally acceptable conformity,Europe,32
"Fish, demersal, in ocean|natural resource|biotic",Marginally acceptable conformity,Europe,33
"Fish, pelagic, in ocean|natural resource|biotic",Acceptable conformity,Europe,34
Fluorine|natural resource|in ground,Acceptable conformity,Europe,35
Fluorspar|natural resource|in ground,Acceptable conformity,Europe,36
Gadolinium|natural resource|in ground,Nonconformity,Europe,37
Gallium|natural resource|in ground,Nonconformity,Europe,38
Gangue|natural resource|in ground,Nonconformity,Europe,39
"Gas, mine, off-gas, process, coal mining|natural resource|in ground",Acceptable conformity,Europe,40
"Gas, natural|natural resource|in ground",Acceptable conformity,Europe,41
Gold|natural resource|in ground,Acceptable conformity,Europe,42
Granite|natural resource|in ground,Nonconformity,Europe,43
Graphite|natural resource|in ground,Acceptable conformity,Europe,44
Gypsum|natural resource|in ground,Acceptable conformity,Europe,45
Hafnium|natural resource|in ground,Close conformity,Europe,46
Holmium|natural resource|in ground,Marginally acceptable conformity,Europe,47
Indium|natural resource|in ground,Acceptable conformity,Europe,48
Iodine|natural resource|in water,Acceptable conformity,Europe,49
Iron|natural resource|in ground,Marginally acceptable conformity,Europe,50
Kaolinite|natural resource|in ground,Acceptable conformity,Europe,51
Kieserite|natural resource|in ground,Close conformity,Europe,52
Krypton|natural resource|in air,Marginally acceptable conformity,Europe,53
Lanthanum|natural resource|in ground,Acceptable conformity,Europe,54
Laterite|natural resource|in ground,Acceptable conformity,Europe,55
Lead|natural resource|in ground,Acceptable conformity,Europe,56
Lithium|natural resource|in ground,Marginally acceptable conformity,Europe,57
Lutetium|natural resource|in ground,Marginally acceptable conformity,Europe,58
Magnesite|natural resource|in ground,Marginally acceptable conformity,Europe,59
Magnesium|natural resource|in ground,Acceptable conformity,Europe,60
Manganese|natural resource|in ground,Acceptable conformity,Europe,61
Mercury|natural resource|in ground,Acceptable conformity,Europe,62
Molybdenum|natural resource|in ground,Nonconformity,Europe,63
Neodymium|natural resource|in ground,Marginally acceptable conformity,Europe,64
Niobium|natural resource|in ground,Marginally acceptable conformity,Europe,65
Nitrogen|natural resource|in air,Acceptable conformity,Europe,66
"Occupation, annual crop|natural resource|land",Close conformity,Europe,72
"Occupation, annual crop, irrigated|natural resource|land",Marginally acceptable conformity,Europe,68
"Occupation, annual crop, irrigated, intensive|natural resource|land",Acceptable conformity,Europe,67
"Occupation, annual crop, non-irrigated|natural resource|land",Acceptable conformity,Europe,71
"Occupation, annual crop, non-irrigated, extensive|natural resource|land",Acceptable conformity,Europe,69
"Occupation, annual crop, non-irrigated, intensive|natural resource|land",Acceptable conformity,Europe,70
"Occupation, arable land, unspecified use|natural resource|land",Acceptable conformity,Europe,73
"Occupation, bare area (non-use)|natural resource|land",Marginally acceptable conformity,Europe,74
"Occupation, construction site|natural resource|land",Nonconformity,Europe,75
"Occupation, cropland fallow (non-use)|natural resource|land",Nonconformity,Europe,76
"Occupation, dump site|natural resource|land",Acceptable conformity,Europe,77
"Occupation, forest, extensive|natural resource|land",Marginally acceptable conformity,Europe,78
"Occupation, forest, intensive|natural resource|land",Acceptable conformity,Europe,79
"Occupation, grassland, natural (non-use)|natural resource|land",Marginally acceptable conformity,Europe,80
"Occupation, grassland, natural, for livestock grazing|natural resource|land",Acceptable conformity,Europe,81
"Occupation, industrial area|natural resource|land",Acceptable conformity,Europe,82
"Occupation, inland waterbody, unspecified|natural resource|land",Marginally acceptable conformity,Europe,83
"Occupation, lake, artificial|natural resource|land",Acceptable conformity,Europe,84
"Occupation, mineral extraction site|natural resource|land",Marginally acceptable conformity,Europe,85
"Occupation, pasture, man made|natural resource|land",Acceptable conformity,Europe,88
"Occupation, pasture, man made, extensive|natural resource|land",Acceptable conformity,Europe,86
"Occupation, pasture, man made, intensive|natural resource|land",Marginally acceptable conformity,Europe,87
"Occupation, permanent crop|natural resource|land",Acceptable conformity,Europe,92
"Occupation, permanent crop, irrigated|natural resource|land",Acceptable conformity,Europe,90
"Occupation, permanent crop, irrigated, intensive|natural resource|land",Marginally acceptable conformity,Europe,89
"Occupation, permanent crop, non-irrigated|natural resource|land",Acceptable conformity,Europe,91
"Occupation, river, artificial|natural resource|land",Acceptable conformity,Europe,93
"Occupation, seabed, drilling and mining|natural resource|land",Acceptable conformity,Europe,94
"Occupation, seabed, infrastructure|natural resource|land",Acceptable conformity,Europe,95
"Occupation, traffic area, rail network|natural resource|land",Acceptable conformity,Europe,96
"Occupation, traffic area, rail/road embankment|natural resource|land",Nonconformity,Europe,97
"Occupation, traffic area, road network|natural resource|land",Acceptable conformity,Europe,98
"Occupation, unspecified|natural resource|land",Acceptable conformity,Europe,100
"Occupation, unspecified, natural (non-use)|natural resource|land",Acceptable conformity,Europe,99
"Occupation, urban, discontinuously built|natural resource|land",Acceptable conformity,Europe,101
"Oil, crude|natural resource|in ground",Acceptable conformity,Europe,102
Olivine|natural resource|in ground,Marginally acceptable conformity,Europe,103
Oxygen|natural resource|in air,Marginally acceptable conformity,Europe,104
Palladium|natural resource|in ground,Acceptable conformity,Europe,105
Peat|natural resource|biotic,Acceptable conformity,Europe,106
Perlite|natural resource|in ground,Acceptable conformity,Europe,107
Phosphorus|natural resource|in ground,Acceptable conformity,Europe,108
Platinum|natural resource|in ground,Close conformity,Europe,109
Potassium|natural resource|in ground,Marginally acceptable conformity,Europe,110
Praseodymium|natural resource|in ground,Marginally acceptable conformity,Europe,111
Rhenium|natural resource|in ground,Marginally acceptable conformity,Europe,112
Rhodium|natural resource|in ground,Close conformity,Europe,113
Samarium|natural resource|in ground,Acceptable conformity,Europe,114
"Sand, unspecified|natural resource|in ground",Acceptable conformity,Europe,115
Scandium|natural resource|in ground,Nonconformity,Europe,116
Selenium|natural resource|in ground,Marginally acceptable conformity,Europe,117
Shale|natural resource|in ground,Acceptable conformity,Europe,118
Silicon|natural resource|in ground,Nonconformity,Europe,119
Silver|natural resource|in ground,Acceptable conformity,Europe,120
Sodium|natural resource|in ground,Acceptable conformity,Europe,124
Sodium chloride|natural resource|in ground,Acceptable conformity,Europe,121
Sodium nitrate|natural resource|in ground,Acceptable conformity,Europe,122
Sodium sulfate|natural resource|in ground,Acceptable conformity,Europe,123
Spodumene|natural resource|in ground,Marginally acceptable conformity,Europe,125
Steatite|natural resource|in ground,Acceptable conformity,Europe,126
Strontium|natural resource|in ground,Marginally acceptable conformity,Europe,127
Sulfur|natural resource|in ground,Nonconformity,Europe,128
Sylvite|natural resource|in ground,Acceptable conformity,Europe,129
Talc|natural resource|in ground,Nonconformity,Europe,130
Tantalum|natural resource|in ground,Acceptable conformity,Europe,131
Tellurium|natural resource|in ground,Marginally acceptable conformity,Europe,132
Terbium|natural resource|in ground,Close conformity,Europe,133
Thulium|natural resource|in ground,Marginally acceptable conformity,Europe,134
Tin|natural resource|in ground,Marginally acceptable conformity,Europe,135
Titanium|natural resource|in ground,Acceptable conformity,Europe,136
"Transformation, from annual crop|natural resource|land",Acceptable conformity,Europe,142
"Transformation, from annual crop, irrigated|natural resource|land",Marginally acceptable conformity,Europe,138
"Transformation, from annual crop, irrigated, intensive|natural resource|land",Acceptable conformity,Europe,137
"Transformation, from annual crop, non-irrigated|natural resource|land",Acceptable conformity,Europe,141
"Transformation, from annual crop, non-irrigated, extensive|natural resource|land",Acceptable conformity,Europe,139
"Transformation, from annual crop, non-irrigated, intensive|natural resource|land",Marginally acceptable conformity,Europe,140
"Transformation, from arable land, unspecified use|natural resource|land",Acceptable conformity,Europe,143
"Transformation, from cropland fallow (non-use)|natural resource|land",Marginally acceptable conformity,Europe,144
"Transformation, from dump site|natural resource|land",Acceptable conformity,Europe,148
"Transformation, from dump site, inert material landfill|natural resource|land",Nonconformity,Europe,145
"Transformation, from dump site, residual material landfill|natural resource|land",Nonconformity,Europe,146
"Transformation, from dump site, sanitary landfill|natural resource|land",Acceptable conformity,Europe,147
"Transformation, from forest, extensive|natural resource|land",Marginally acceptable conformity,Europe,149
"Transformation, from forest, intensive|natural resource|land",Acceptable conformity,Europe,150
"Transformation, from forest, primary (non-use)|natural resource|land",Acceptable conformity,Europe,151
"Transformation, from forest, secondary (non-use)|natural resource|land",Acceptable conformity,Europe,152
"Transformation, from forest, unspecified|natural resource|land",Acceptable conformity,Europe,153
"Transformation, from grassland, natural (non-use)|natural resource|land",Acceptable conformity,Europe,154
"Transformation, from grassland, natural, for livestock grazing|natural resource|land",Acceptable conformity,Europe,155
"Transformation, from heterogeneous, agricultural|natural resource|land",Acceptable conformity,Europe,156
"Transformation, from industrial area|natural resource|land",Acceptable conformity,Europe,157
"Transformation, from mineral extraction site|natural resource|land",Acceptable conformity,Europe,158
"Transformation, from pasture, man made|natural resource|land",Marginally acceptable conformity,Europe,161
"Transformation, from pasture, man made, extensive|natural resource|land",Close conformity,Europe,159
"Transformation, from pasture, man made, intensive|natural resource|land",Acceptable conformity,Europe,160
"Transformation, from permanent crop|natural resource|land",Acceptable conformity,Europe,165
"Transformation, from permanent crop, irrigated|natural resource|land",Marginally acceptable conformity,Europe,163
"Transformation, from permanent crop, irrigated, intensive|natural resource|land",Acceptable conformity,Europe,162
"Transformation, from permanent crop, non-irrigated|natural resource|land",Acceptable conformity,Europe,164
"Transformation, from river, natural (non-use)|natural resource|land",Nonconformity,Europe,166
"Transformation, from seabed, infrastructure|natural resource|land",Acceptable conformity,Europe,167
"Transformation, from seabed, unspecified|natural resource|land",Acceptable conformity,Europe,168
"Transformation, from shrub land, sclerophyllous|natural resource|land",Nonconformity,Europe,169
"Transformation, from traffic area, rail/road embankment|natural resource|land",Close conformity,Europe,170
"Transformation, from traffic area, road network|natural resource|land",Acceptable conformity,Europe,171
"Transformation, from unspecified|natural resource|land",Marginally acceptable conformity,Europe,173
